anchor_id,anchor,candidate,relation_type,source
3728,"In a college basketball game, the two guys in white shirts are blocking a smaller boy in a blue shirt.",Treasuries Up as Weak Jobs Ease Rates  NEW YORK (Reuters) - U,distinction,fancyzhx/ag_news
3728,"In a college basketball game, the two guys in white shirts are blocking a smaller boy in a blue shirt.","In a college basketball game, the two guys in white shirts are not blocking a smaller boy in a blue shirt.",negation,negation_rule
3729,A little boys is enjoying a blue lollipop.,A blue lollipop is being enjoyed by a young boy.,paraphrase,humarin_t5
3729,A little boys is enjoying a blue lollipop.,A small boys is enjoying a blue lollipop.,synonym,wordnet_mlm
3729,A little boys is enjoying a blue lollipop.,A big boys is enjoying a blue lollipop.,antonym,wordnet_mlm
3729,A little boys is enjoying a blue lollipop.,Boy eating a lollipop.,entailment,snli_gold
3729,A little boys is enjoying a blue lollipop.,The boy is wearing a baseball cap.,neutral,snli_gold
3729,A little boys is enjoying a blue lollipop.,Boy eating a popsicle.,contradiction,snli_gold
3729,A little boys is enjoying a blue lollipop.,a little boys is a blue enjoying lollipop,jumbled,shuffle
3729,A little boys is enjoying a blue lollipop.,"Pakistan Parliament Elects Prime Minister Pakistan #39;s parliament elected former finance minister Shaukat Aziz, a close ally of President Gen",distinction,fancyzhx/ag_news
3729,A little boys is enjoying a blue lollipop.,A little boys is not enjoying a blue lollipop.,negation,negation_rule
3730,A dog corners a little girl next to a police cruiser.,A police cruiser and a little girl are surrounded by dogs.,paraphrase,humarin_t5
3730,A dog corners a little girl next to a police cruiser.,A dog corners a small girl next to a police cruiser.,synonym,wordnet_mlm
3730,A dog corners a little girl next to a police cruiser.,A dog corners a big girl next to a police cruiser.,antonym,wordnet_mlm
3730,A dog corners a little girl next to a police cruiser.,A dog traps a child next to a cop car.,entailment,snli_gold
3730,A dog corners a little girl next to a police cruiser.,The little girl is being attacked by the dog.,neutral,snli_gold
3730,A dog corners a little girl next to a police cruiser.,The dog is running away from the little girl.,contradiction,snli_gold
3730,A dog corners a little girl next to a police cruiser.,cruiser a next to corners police girl little dog a a,jumbled,shuffle
3730,A dog corners a little girl next to a police cruiser.,Halliburton Considers Selling Troubled Unit  Halliburton Co,distinction,fancyzhx/ag_news
3732,A brindle dog standing next to a christmas tree sniffing a small child laying on the floor as the child plays with toy vehicles.,"A brindle dog is observed sniffing a small child on the floor who is playing with toy vehicles, while being positioned next to an actual Christmas tree.",paraphrase,humarin_t5
3732,A brindle dog standing next to a christmas tree sniffing a small child laying on the floor as the child plays with toy vehicles.,A brindle dog standing next to a christmas tree sniffing a little child laying on the floor as the child plays with toy vehicles.,synonym,wordnet_mlm
3732,A brindle dog standing next to a christmas tree sniffing a small child laying on the floor as the child plays with toy vehicles.,A brindle dog standing next to a christmas tree sniffing a large child laying on the floor as the child plays with toy vehicles.,antonym,wordnet_mlm
3732,A brindle dog standing next to a christmas tree sniffing a small child laying on the floor as the child plays with toy vehicles.,There is a brindle dog standing next to a christmas tree sniffing.,entailment,snli_gold
3732,A brindle dog standing next to a christmas tree sniffing a small child laying on the floor as the child plays with toy vehicles.,The dog is curious.,neutral,snli_gold
3732,A brindle dog standing next to a christmas tree sniffing a small child laying on the floor as the child plays with toy vehicles.,There is a poodle dog sitting next to a menorah.,contradiction,snli_gold
3732,A brindle dog standing next to a christmas tree sniffing a small child laying on the floor as the child plays with toy vehicles.,the tree child floor the child standing laying with vehicles a brindle toy a a sniffing plays christmas to next small as on dog,jumbled,shuffle
3732,A brindle dog standing next to a christmas tree sniffing a small child laying on the floor as the child plays with toy vehicles.,"Carbone leaves a legacy behind CROMWELL, Conn",distinction,fancyzhx/ag_news
3733,A man throws the bowling ball to knock down the last pin.,The bowling ball is used by a man to bring down the last pin.,paraphrase,humarin_t5
3733,A man throws the bowling ball to knock down the last pin.,A man throws the bowling ball to knock down the final pin.,synonym,wordnet_mlm
3733,A man throws the bowling ball to knock down the last pin.,A man throws the bowling ball to knock down the first pin.,antonym,wordnet_mlm
3733,A man throws the bowling ball to knock down the last pin.,The man is bowling.,entailment,snli_gold
3733,A man throws the bowling ball to knock down the last pin.,The man is bowling with his family.,neutral,snli_gold
3733,A man throws the bowling ball to knock down the last pin.,The man is driving a car.,contradiction,snli_gold
3733,A man throws the bowling ball to knock down the last pin.,the pin ball last knock the a bowling to throws down man,jumbled,shuffle
3733,A man throws the bowling ball to knock down the last pin.,Oracle May Drop Its PeopleSoft Bid Lower Oracle co-president Safra Catz said today Oracle's hostile \$7,distinction,fancyzhx/ag_news
3736,A man wearing a black backpack is walking beside a graffiti filled wall.,A black backpack-clad man walks by a graffiti-covered wall.,paraphrase,humarin_t5
3736,A man wearing a black backpack is walking beside a graffiti filled wall.,A man wearing a black backpack is walking beside a graffiti occupied wall.,synonym,wordnet_mlm
3736,A man wearing a black backpack is walking beside a graffiti filled wall.,A man wearing a white backpack is walking beside a graffiti filled wall.,antonym,wordnet_mlm
3736,A man wearing a black backpack is walking beside a graffiti filled wall.,A man with a backpack.,entailment,snli_gold
3736,A man wearing a black backpack is walking beside a graffiti filled wall.,A man admiring the grafiti on the wall.,neutral,snli_gold
3736,A man wearing a black backpack is walking beside a graffiti filled wall.,A man flipping off of a wall.,contradiction,snli_gold
3736,A man wearing a black backpack is walking beside a graffiti filled wall.,a beside a walking wall backpack a graffiti man wearing is filled black,jumbled,shuffle
3736,A man wearing a black backpack is walking beside a graffiti filled wall.,Lawmakers Move Toward Deal on Storm Aid (AP) AP - House-Senate bargainers neared agreement Friday on an election-season  #36;14,distinction,fancyzhx/ag_news
3736,A man wearing a black backpack is walking beside a graffiti filled wall.,A man wearing a black backpack is not walking beside a graffiti filled wall.,negation,negation_rule
3737,"Baskets of fresh cabbage, tomatoes, beans and other produce sit outside in an open air market.","An open-air market is stocked with baskets of fresh vegetables, such as cabbage, tomatoes, and beans.",paraphrase,humarin_t5
3737,"Baskets of fresh cabbage, tomatoes, beans and other produce sit outside in an open air market.","Baskets of fresh cabbage, tomatoes, beans and other produce sit outdoors in an open air market.",synonym,wordnet_mlm
3737,"Baskets of fresh cabbage, tomatoes, beans and other produce sit outside in an open air market.","Baskets of fresh cabbage, tomatoes, beans and other produce sit inside in an open air market.",antonym,wordnet_mlm
3737,"Baskets of fresh cabbage, tomatoes, beans and other produce sit outside in an open air market.",A basket of produce sit outside.,entailment,snli_gold
3737,"Baskets of fresh cabbage, tomatoes, beans and other produce sit outside in an open air market.","A basket of fruit for sale, $3.99.",neutral,snli_gold
3737,"Baskets of fresh cabbage, tomatoes, beans and other produce sit outside in an open air market.",A basket of apples and oranges for sale.,contradiction,snli_gold
3737,"Baskets of fresh cabbage, tomatoes, beans and other produce sit outside in an open air market.",tomatoes of baskets market an other fresh cabbage open beans sit in air produce outside and,jumbled,shuffle
3737,"Baskets of fresh cabbage, tomatoes, beans and other produce sit outside in an open air market.",Google Goes Public at \$85/share adpowers writes  quot;It is official,distinction,fancyzhx/ag_news
3738,A man using a small chisel to do woodworking.,A small chisel used by a man for woodworking.,paraphrase,humarin_t5
3738,A man using a small chisel to do woodworking.,A man employing a small chisel to do woodworking.,synonym,wordnet_mlm
3738,A man using a small chisel to do woodworking.,A man using a large chisel to do woodworking.,antonym,wordnet_mlm
3738,A man using a small chisel to do woodworking.,A guy is working with wood.,entailment,snli_gold
3738,A man using a small chisel to do woodworking.,A man is making furniture using a chisel.,neutral,snli_gold
3738,A man using a small chisel to do woodworking.,A man is using a power grinder to sand wood.,contradiction,snli_gold
3738,A man using a small chisel to do woodworking.,woodworking a man chisel a to using small do,jumbled,shuffle
3738,A man using a small chisel to do woodworking.,"Former Alta city councillor gets conditional sentence for fabricating stalker (Canadian Press) Canadian Press - LETHBRIDGE, Alta",distinction,fancyzhx/ag_news
3738,A man using a small chisel to do woodworking.,A man using a small chisel to do not woodworking.,negation,negation_rule
3739,Two boys on ice skates race on an outdoor ice rink.,An outdoor ice rink is where two boys engage in a race.,paraphrase,humarin_t5
3739,Two boys on ice skates race on an outdoor ice rink.,Two boys on ice skates race on an outside ice rink.,synonym,wordnet_mlm
3739,Two boys on ice skates race on an outdoor ice rink.,Two boys on ice skates race on an indoor ice rink.,antonym,wordnet_mlm
3739,Two boys on ice skates race on an outdoor ice rink.,Two boys are outside.,entailment,snli_gold
3739,Two boys on ice skates race on an outdoor ice rink.,Two boys are playing hockey.,neutral,snli_gold
3739,Two boys on ice skates race on an outdoor ice rink.,Two boys are fighting.,contradiction,snli_gold
3739,Two boys on ice skates race on an outdoor ice rink.,ice on an rink race skates on outdoor two boys ice,jumbled,shuffle
3739,Two boys on ice skates race on an outdoor ice rink.,Cooper sells Tire maker Cooper Tire  amp; Rubber Co,distinction,fancyzhx/ag_news
3740,A dog lays down in the long green grass.,A dog rests on the long green grass.,paraphrase,humarin_t5
3740,A dog lays down in the long green grass.,A dog sets down in the long green grass.,synonym,wordnet_mlm
3740,A dog lays down in the long green grass.,A dog lays down in the short green grass.,antonym,wordnet_mlm
3740,A dog lays down in the long green grass.,Dog laying outside,entailment,snli_gold
3740,A dog lays down in the long green grass.,Dog relaxing after chasing a squirrel,neutral,snli_gold
3740,A dog lays down in the long green grass.,dog climbing a tree,contradiction,snli_gold
3740,A dog lays down in the long green grass.,a down long dog grass green in lays the,jumbled,shuffle
3740,A dog lays down in the long green grass.,"Space Tourism Seeking Public Investors By JOHN ANTCZAK     LONG BEACH, Calif",distinction,fancyzhx/ag_news
3741,A man wearing white is hanging thread on a pole made of bamboo.,A white man is seen draped in thread and hanging on a bamboo pole.,paraphrase,humarin_t5
3741,A man wearing white is hanging thread on a pole made of bamboo.,A man wearing white is hanging thread on a pole constructed of bamboo.,synonym,wordnet_mlm
3741,A man wearing white is hanging thread on a pole made of bamboo.,A man wearing black is hanging thread on a pole made of bamboo.,antonym,wordnet_mlm
3741,A man wearing white is hanging thread on a pole made of bamboo.,A man is hanging thread on a pole made of bamboo.,entailment,snli_gold
3741,A man wearing white is hanging thread on a pole made of bamboo.,A man wearing white is hanging thread on a pole made of old bamboo.,neutral,snli_gold
3741,A man wearing white is hanging thread on a pole made of bamboo.,A man wearing blue is hanging thread on a pole made of bamboo.,contradiction,snli_gold
3741,A man wearing white is hanging thread on a pole made of bamboo.,is a pole wearing a man on white bamboo thread of made hanging,jumbled,shuffle
3741,A man wearing white is hanging thread on a pole made of bamboo.,"At wireless show, WiMax gets a nod from Intel Chipmaker teams up with cell phone pioneer Craig McCaw",distinction,fancyzhx/ag_news
3741,A man wearing white is hanging thread on a pole made of bamboo.,A man wearing white is not hanging thread on a pole made of bamboo.,negation,negation_rule
3742,A small group of women in traditional dark blue and white kimonos and sandals dancing in front of a tall brown brick church.,Women donning traditional dark blue and white kimonos and sandals danced in front of a tall brown brick church.,paraphrase,humarin_t5
3742,A small group of women in traditional dark blue and white kimonos and sandals dancing in front of a tall brown brick church.,A modest group of women in traditional dark blue and white kimonos and sandals dancing in front of a tall brown brick church.,synonym,wordnet_mlm
3742,A small group of women in traditional dark blue and white kimonos and sandals dancing in front of a tall brown brick church.,A large group of women in traditional dark blue and white kimonos and sandals dancing in front of a tall brown brick church.,antonym,wordnet_mlm
3742,A small group of women in traditional dark blue and white kimonos and sandals dancing in front of a tall brown brick church.,women dancing in front of religious structure,entailment,snli_gold
3742,A small group of women in traditional dark blue and white kimonos and sandals dancing in front of a tall brown brick church.,There's women dancing outside a wedding.,neutral,snli_gold
3742,A small group of women in traditional dark blue and white kimonos and sandals dancing in front of a tall brown brick church.,Women playing soccer,contradiction,snli_gold
3742,A small group of women in traditional dark blue and white kimonos and sandals dancing in front of a tall brown brick church.,and a sandals front traditional group white in kimonos dark small of and church dancing a blue in brick brown of tall women,jumbled,shuffle
3742,A small group of women in traditional dark blue and white kimonos and sandals dancing in front of a tall brown brick church.,"Yankees 19 Red Sox 8 (Boston-AP, Oct",distinction,fancyzhx/ag_news
3743,A little boy playing with a yellow bubble blowing toy.,A yellow bubble blowing instrument being used by a young boy.,paraphrase,humarin_t5
3743,A little boy playing with a yellow bubble blowing toy.,A small boy playing with a yellow bubble blowing toy.,synonym,wordnet_mlm
3743,A little boy playing with a yellow bubble blowing toy.,A big boy playing with a yellow bubble blowing toy.,antonym,wordnet_mlm
3743,A little boy playing with a yellow bubble blowing toy.,The child is playing,entailment,snli_gold
3743,A little boy playing with a yellow bubble blowing toy.,He is outside,neutral,snli_gold
3743,A little boy playing with a yellow bubble blowing toy.,The bubble blower is purple,contradiction,snli_gold
3743,A little boy playing with a yellow bubble blowing toy.,yellow toy bubble a with little playing blowing boy a,jumbled,shuffle
3743,A little boy playing with a yellow bubble blowing toy.,DC United stands atop MLS again DC United had lost 3-1 to the Chicago Fire,distinction,fancyzhx/ag_news
3744,The older man with the shopping bag and cane is sitting on a bench.,The man with the shopping bag and cane is seated on a bench.,paraphrase,humarin_t5
3744,The older man with the shopping bag and cane is sitting on a bench.,The old man with the shopping bag and cane is sitting on a bench.,synonym,wordnet_mlm
3744,The older man with the shopping bag and cane is sitting on a bench.,The young man with the shopping bag and cane is sitting on a bench.,antonym,wordnet_mlm
3744,The older man with the shopping bag and cane is sitting on a bench.,There is an older man.,entailment,snli_gold
3744,The older man with the shopping bag and cane is sitting on a bench.,The man is black.,neutral,snli_gold
3744,The older man with the shopping bag and cane is sitting on a bench.,The man is standing.,contradiction,snli_gold
3744,The older man with the shopping bag and cane is sitting on a bench.,cane older sitting the shopping is and man a bag bench with on the,jumbled,shuffle
3744,The older man with the shopping bag and cane is sitting on a bench.,Stocks Turn Up as Apple Lifts Technology  NEW YORK (Reuters) - U,distinction,fancyzhx/ag_news
3744,The older man with the shopping bag and cane is sitting on a bench.,The older man with the shopping bag and cane is not sitting on a bench.,negation,negation_rule
3745,Third world school being filmed by a camera crew of a different nationality.,Third world school being recorded by a camera crew from another country.,paraphrase,humarin_t5
3745,Third world school being filmed by a camera crew of a different nationality.,Third world school being shot by a camera crew of a different nationality.,synonym,wordnet_mlm
3745,Third world school being filmed by a camera crew of a different nationality.,Third world school being filmed by a camera crew of a same nationality.,antonym,wordnet_mlm
3745,Third world school being filmed by a camera crew of a different nationality.,people film kids,entailment,snli_gold
3745,Third world school being filmed by a camera crew of a different nationality.,people make documentary,neutral,snli_gold
3745,Third world school being filmed by a camera crew of a different nationality.,a dog drinks water,contradiction,snli_gold
3745,Third world school being filmed by a camera crew of a different nationality.,school different third of crew a being filmed camera world by a nationality,jumbled,shuffle
3745,Third world school being filmed by a camera crew of a different nationality.,Coventry will buy First Health for \$1,distinction,fancyzhx/ag_news
3747,Several young women are preparing to play or practice volleyball on a indoor volleyball court while coaches are seated nearby.,"A group of young women are getting ready to play or practice their volleyball on an indoor indoor volleyball field, with coaches positioned in close proximity.",paraphrase,humarin_t5
3747,Several young women are preparing to play or practice volleyball on a indoor volleyball court while coaches are seated nearby.,Several young women are readying to play or practice volleyball on a indoor volleyball court while coaches are seated nearby.,synonym,wordnet_mlm
3747,Several young women are preparing to play or practice volleyball on a indoor volleyball court while coaches are seated nearby.,Several young women are preparing to play or practice volleyball on an outdoor volleyball court while coaches are seated nearby.,antonym,wordnet_mlm
3747,Several young women are preparing to play or practice volleyball on a indoor volleyball court while coaches are seated nearby.,Several young women are preparing to play.,entailment,snli_gold
3747,Several young women are preparing to play or practice volleyball on a indoor volleyball court while coaches are seated nearby.,The several young women are related.,neutral,snli_gold
3747,Several young women are preparing to play or practice volleyball on a indoor volleyball court while coaches are seated nearby.,The Dodgers playing the Mets.,contradiction,snli_gold
3747,Several young women are preparing to play or practice volleyball on a indoor volleyball court while coaches are seated nearby.,on young while to preparing indoor several nearby volleyball play or practice seated coaches court women volleyball are are a,jumbled,shuffle
3747,Several young women are preparing to play or practice volleyball on a indoor volleyball court while coaches are seated nearby.,"Oil prices near record high (09/27/04)-- Crude oil prices are on the rise again, this time because of supply fears",distinction,fancyzhx/ag_news
3747,Several young women are preparing to play or practice volleyball on a indoor volleyball court while coaches are seated nearby.,Several young women are not preparing to play or practice volleyball on a indoor volleyball court while coaches are seated nearby.,negation,negation_rule
3748,An older man is cooking in his house.,"In the house, an elderly man prepares meals.",paraphrase,humarin_t5
3748,An older man is cooking in his house.,An elderly man is cooking in his house.,synonym,wordnet_mlm
3748,An older man is cooking in his house.,A young man is cooking in his house.,antonym,wordnet_mlm
3748,An older man is cooking in his house.,An elderley person is getting ready to eat some food.,entailment,snli_gold
3748,An older man is cooking in his house.,An older man prepares dinner for his wife in the kitchen.,neutral,snli_gold
3748,An older man is cooking in his house.,An old guy is burning down the house.,contradiction,snli_gold
3748,An older man is cooking in his house.,his an house is older cooking in man,jumbled,shuffle
3748,An older man is cooking in his house.,UPDATE 1-Before the Bell-Boston Scientific falls Shares of Boston Scientific Corp,distinction,fancyzhx/ag_news
3748,An older man is cooking in his house.,An older man is not cooking in his house.,negation,negation_rule
3749,A silhouette of a man overlooking a large valley.,A silhouette of a man looking down on an extensive valley.,paraphrase,humarin_t5
3749,A silhouette of a man overlooking a large valley.,A silhouette of a man overlooking a big valley.,synonym,wordnet_mlm
3749,A silhouette of a man overlooking a large valley.,A silhouette of a man overlooking a small valley.,antonym,wordnet_mlm
3749,A silhouette of a man overlooking a large valley.,Someone looking out over the landscape.,entailment,snli_gold
3749,A silhouette of a man overlooking a large valley.,A man overlooking a large valley of orange trees.,neutral,snli_gold
3749,A silhouette of a man overlooking a large valley.,The shadow of a woman looking at a large valley.,contradiction,snli_gold
3749,A silhouette of a man overlooking a large valley.,man of a overlooking a valley large silhouette a,jumbled,shuffle
3749,A silhouette of a man overlooking a large valley.,"Kmart: Retail or Real Estate? Lately, the company's retail operation has been lagging behind sales of its locations",distinction,fancyzhx/ag_news
3751,A woman is shopping at an outdoor flea market.,An outdoor flea market is being used by a woman for shopping.,paraphrase,humarin_t5
3751,A woman is shopping at an outdoor flea market.,A woman is shopping at an outside flea market.,synonym,wordnet_mlm
3751,A woman is shopping at an outdoor flea market.,A woman is shopping at an indoor flea market.,antonym,wordnet_mlm
3751,A woman is shopping at an outdoor flea market.,A woman is shopping.,entailment,snli_gold
3751,A woman is shopping at an outdoor flea market.,A woman is shopping at night.,neutral,snli_gold
3751,A woman is shopping at an outdoor flea market.,A woman is selling stuff at a store.,contradiction,snli_gold
3751,A woman is shopping at an outdoor flea market.,at shopping market outdoor a is flea woman an,jumbled,shuffle
3751,A woman is shopping at an outdoor flea market.,"Motorola Finalizes Freescale Split The Schaumburg, Ill",distinction,fancyzhx/ag_news
3751,A woman is shopping at an outdoor flea market.,A woman is not shopping at an outdoor flea market.,negation,negation_rule
3752,"A woman with a yellow shirt, hands out chocolate cake to young children.",A woman wearing a yellow shirt distributes chocolate cake to young children.,paraphrase,humarin_t5
3752,"A woman with a yellow shirt, hands out chocolate cake to young children.","A woman with a yellow shirt, passes out chocolate cake to young children.",synonym,wordnet_mlm
3752,"A woman with a yellow shirt, hands out chocolate cake to young children.","A woman with a yellow shirt, hands out chocolate cake to old children.",antonym,wordnet_mlm
3752,"A woman with a yellow shirt, hands out chocolate cake to young children.","A woman with a yellow shirt, hands out chocolate cake to young children",entailment,snli_gold
3752,"A woman with a yellow shirt, hands out chocolate cake to young children.",The woman with a yellow shirt baked sweets for everyone,neutral,snli_gold
3752,"A woman with a yellow shirt, hands out chocolate cake to young children.",The woman gave the kids cady,contradiction,snli_gold
3752,"A woman with a yellow shirt, hands out chocolate cake to young children.",yellow woman children hands a chocolate cake a to with shirt young out,jumbled,shuffle
3752,"A woman with a yellow shirt, hands out chocolate cake to young children.",White House: Trying to Confirm Terror Group #39;s Allegiance to bin &lt;b&gt;,distinction,fancyzhx/ag_news
3753,Man pretending to hold up large stone that is leaning against another.,A man feigning to hold a massive stone that is leaning towards one another.,paraphrase,humarin_t5
3753,Man pretending to hold up large stone that is leaning against another.,Man pretending to hold up big stone that is leaning against another.,synonym,wordnet_mlm
3753,Man pretending to hold up large stone that is leaning against another.,Man pretending to hold up small stone that is leaning against another.,antonym,wordnet_mlm
3753,Man pretending to hold up large stone that is leaning against another.,There is more than one stone.,entailment,snli_gold
3753,Man pretending to hold up large stone that is leaning against another.,The man is trying to get a picture of himself holding the stone.,neutral,snli_gold
3753,Man pretending to hold up large stone that is leaning against another.,The man is holding the stone.,contradiction,snli_gold
3753,Man pretending to hold up large stone that is leaning against another.,large man pretending hold stone that leaning up to is against another,jumbled,shuffle
3753,Man pretending to hold up large stone that is leaning against another.,"Amazon, Microsoft team against online fraud Amazon",distinction,fancyzhx/ag_news
3753,Man pretending to hold up large stone that is leaning against another.,Man pretending to hold up large stone that is not leaning against another.,negation,negation_rule
3755,A small girl looking at a statue with a fence and trees behind.,A young girl gazing at a statue with erect pillars and tall trees.,paraphrase,humarin_t5
3755,A small girl looking at a statue with a fence and trees behind.,A little girl looking at a statue with a fence and trees behind.,synonym,wordnet_mlm
3755,A small girl looking at a statue with a fence and trees behind.,A large girl looking at a statue with a fence and trees behind.,antonym,wordnet_mlm
3755,A small girl looking at a statue with a fence and trees behind.,A girl is gazing at a structure.,entailment,snli_gold
3755,A small girl looking at a statue with a fence and trees behind.,A little girl is looking at a painting in a museum.,neutral,snli_gold
3755,A small girl looking at a statue with a fence and trees behind.,A little girl is eating napping under the shade tree.,contradiction,snli_gold
3755,A small girl looking at a statue with a fence and trees behind.,fence a small a a with looking and trees behind girl statue at,jumbled,shuffle
3755,A small girl looking at a statue with a fence and trees behind.,Notre Dame names Patriots offensive coordinator Charlie Weis as &lt;b&gt;,distinction,fancyzhx/ag_news
3756,A little girl putting a red ball up to her mouth.,A young girl holding a red ball in her mouth.,paraphrase,humarin_t5
3756,A little girl putting a red ball up to her mouth.,A small girl putting a red ball up to her mouth.,synonym,wordnet_mlm
3756,A little girl putting a red ball up to her mouth.,A big girl putting a red ball up to her mouth.,antonym,wordnet_mlm
3756,A little girl putting a red ball up to her mouth.,A little girl is holding a red ball near her mouth.,entailment,snli_gold
3756,A little girl putting a red ball up to her mouth.,A little girl wants to taste a red ball.,neutral,snli_gold
3756,A little girl putting a red ball up to her mouth.,A little girl is using the red ball as a communication device.,contradiction,snli_gold
3756,A little girl putting a red ball up to her mouth.,up little mouth a a girl red ball to putting her,jumbled,shuffle
3756,A little girl putting a red ball up to her mouth.,Jones loses last chance for medal at Athens ATHENS -- American Marion Jones is going home without a medal,distinction,fancyzhx/ag_news
3757,A woman in pink is sitting and enjoying the object she is holding.,The woman in pink is sitting and taking pleasure in the object she is holding.,paraphrase,humarin_t5
3757,A woman in pink is sitting and enjoying the object she is holding.,A woman in pink is sitting and loving the object she is holding.,synonym,wordnet_mlm
3757,A woman in pink is sitting and enjoying the object she is holding.,A woman in pink is standing and enjoying the object she is holding.,antonym,wordnet_mlm
3757,A woman in pink is sitting and enjoying the object she is holding.,woman sitting,entailment,snli_gold
3757,A woman in pink is sitting and enjoying the object she is holding.,woman got new phone,neutral,snli_gold
3757,A woman in pink is sitting and enjoying the object she is holding.,boy follows dog,contradiction,snli_gold
3757,A woman in pink is sitting and enjoying the object she is holding.,object is holding woman enjoying in pink sitting she and a the is,jumbled,shuffle
3757,A woman in pink is sitting and enjoying the object she is holding.,KMG Chemicals Stock Soars on 1Q Earnings KMG Chemicals Inc,distinction,fancyzhx/ag_news
3757,A woman in pink is sitting and enjoying the object she is holding.,A woman in pink is not sitting and enjoying the object she is holding.,negation,negation_rule
3758,A little boy is going down a blue and red slip and slide.,A blue and red slip and slide is being performed by a young boy.,paraphrase,humarin_t5
3758,A little boy is going down a blue and red slip and slide.,A small boy is going down a blue and red slip and slide.,synonym,wordnet_mlm
3758,A little boy is going down a blue and red slip and slide.,A big boy is going down a blue and red slip and slide.,antonym,wordnet_mlm
3758,A little boy is going down a blue and red slip and slide.,the boy is on a slide,entailment,snli_gold
3758,A little boy is going down a blue and red slip and slide.,the boy is having fun,neutral,snli_gold
3758,A little boy is going down a blue and red slip and slide.,the boy is in the doctors office,contradiction,snli_gold
3758,A little boy is going down a blue and red slip and slide.,and going blue a red is boy little a slide down slip and,jumbled,shuffle
3758,A little boy is going down a blue and red slip and slide.,Freescale announces dual-core PowerPC processor SHANGHAI - While much has been made of efforts by Advanced Micro Devices Inc,distinction,fancyzhx/ag_news
3758,A little boy is going down a blue and red slip and slide.,A little boy is not going down a blue and red slip and slide.,negation,negation_rule
3759,"A man wearing a long white robe and a white cap, stands over a group of seated people.",A man wearing a long white robe and white cap sits above the crowd of seated individuals.,paraphrase,humarin_t5
3759,"A man wearing a long white robe and a white cap, stands over a group of seated people.","A man bearing a long white robe and a white cap, stands over a group of seated people.",synonym,wordnet_mlm
3759,"A man wearing a long white robe and a white cap, stands over a group of seated people.","A man wearing a long black robe and a white cap, stands over a group of seated people.",antonym,wordnet_mlm
3759,"A man wearing a long white robe and a white cap, stands over a group of seated people.",The man loomed over the people in seats,entailment,snli_gold
3759,"A man wearing a long white robe and a white cap, stands over a group of seated people.",The man stood over the people preaching to them,neutral,snli_gold
3759,"A man wearing a long white robe and a white cap, stands over a group of seated people.",The man was seated at the back of the room,contradiction,snli_gold
3759,"A man wearing a long white robe and a white cap, stands over a group of seated people.",long a white a over stands cap a of wearing a group seated white robe people man and,jumbled,shuffle
3759,"A man wearing a long white robe and a white cap, stands over a group of seated people.","Office Depot Chairman, CEO Nelson Resigns  NEW YORK (Reuters) - Office Depot Inc",distinction,fancyzhx/ag_news
3760,Hockey players waiting to start playing the game.,Hockey players eagerly anticipating the start of the game.,paraphrase,humarin_t5
3760,Hockey players waiting to start playing the game.,Hockey players waiting to begin playing the game.,synonym,wordnet_mlm
3760,Hockey players waiting to start playing the game.,Hockey players waiting to stop playing the game.,antonym,wordnet_mlm
3760,Hockey players waiting to start playing the game.,Hockey players are at the game.,entailment,snli_gold
3760,Hockey players waiting to start playing the game.,The male hockey players are waiting for the referee.,neutral,snli_gold
3760,Hockey players waiting to start playing the game.,The hockey players have just scored a goal.,contradiction,snli_gold
3760,Hockey players waiting to start playing the game.,hockey the playing waiting start game to players,jumbled,shuffle
3760,Hockey players waiting to start playing the game.,Georgia Hits Road After SEC Home Game (AP) AP - The Georgia Bulldogs will celebrate homecoming on Saturday,distinction,fancyzhx/ag_news
3761,Man with blue hat and a white t-shirt stands next to a small white van.,A man wearing a white t-shirt and blue hat is positioned beside the small white van.,paraphrase,humarin_t5
3761,Man with blue hat and a white t-shirt stands next to a small white van.,Man with blue hat and a white t-shirt stands next to a little white van.,synonym,wordnet_mlm
3761,Man with blue hat and a white t-shirt stands next to a small white van.,Man with blue hat and a white t-shirt stands next to a large white van.,antonym,wordnet_mlm
3761,Man with blue hat and a white t-shirt stands next to a small white van.,A man wearing casual clothes is loitering.,entailment,snli_gold
3761,Man with blue hat and a white t-shirt stands next to a small white van.,A man is selling candy to children.,neutral,snli_gold
3761,Man with blue hat and a white t-shirt stands next to a small white van.,A man is driving a white van.,contradiction,snli_gold
3761,Man with blue hat and a white t-shirt stands next to a small white van.,next stands small hat to with a man a white blue van tshirt and white,jumbled,shuffle
3761,Man with blue hat and a white t-shirt stands next to a small white van.,"Stocks Fall, Jolted by Oil and Greenspan  NEW YORK (Reuters) - U",distinction,fancyzhx/ag_news
3762,A man in a white apron and hat is selling meat on a busy street.,A white apron-wearing hat-clad man sells meat-related items in the crowded area.,paraphrase,humarin_t5
3762,A man in a white apron and hat is selling meat on a busy street.,A man in a white apron and hat is trading meat on a busy street.,synonym,wordnet_mlm
3762,A man in a white apron and hat is selling meat on a busy street.,A man in a black apron and hat is selling meat on a busy street.,antonym,wordnet_mlm
3762,A man in a white apron and hat is selling meat on a busy street.,A man wearing an apron is selling meat on the street.,entailment,snli_gold
3762,A man in a white apron and hat is selling meat on a busy street.,The man butchered the meat himself.,neutral,snli_gold
